@timestamp,source.ip,destination.ip,source.port,destination.port,network.transport,session.iflow_bytes,session.iflow_pkts,event.action,session.id,label
2025-04-05 21:43:17.198919,10.0.0.12,192.168.1.40,34412,1037,udp,10460,91,flow_create,236023,0
2025-04-05 22:08:48.198919,10.0.0.8,192.168.1.29,16187,1048,udp,15621,27,flow_create,861229,0
2025-04-05 21:26:15.198919,10.0.0.38,192.168.1.16,56981,1030,tcp,14031,42,flow_create,246500,0
2025-04-05 21:51:38.198919,10.0.0.31,192.168.1.50,29924,1081,udp,8475,97,flow_create,109120,0
2025-04-05 21:38:23.198919,10.0.0.36,192.168.1.1,59174,1056,udp,16772,70,flow_create,421840,0
2025-04-05 22:15:10.198919,10.0.0.47,192.168.1.25,42064,1071,tcp,11458,23,flow_create,843890,0
2025-04-05 21:43:25.198919,10.0.0.19,192.168.1.38,41478,1036,tcp,18671,22,flow_create,861024,0
2025-04-05 21:19:42.198919,10.0.0.23,192.168.1.16,28736,1058,tcp,1728,84,flow_create,233306,0
2025-04-05 21:37:24.198919,10.0.0.11,192.168.1.42,60959,1025,tcp,14450,25,flow_create,513274,0
2025-04-05 22:13:50.198919,10.0.0.40,192.168.1.16,26970,1098,udp,4884,62,flow_create,108600,0
2025-04-05 22:03:00.198919,10.0.0.36,192.168.1.5,12712,1049,tcp,18855,68,flow_create,794680,0
2025-04-05 22:08:51.198919,10.0.0.10,192.168.1.14,46777,1028,tcp,6483,16,flow_create,234292,0
2025-04-05 22:11:33.232664,172.16.0.26,172.31.0.26,17119,1072,udp,48,1,flow_create,957322,1
2025-04-05 21:41:06.198919,10.0.0.34,192.168.1.35,14736,1092,udp,19327,26,flow_create,594575,0
2025-04-05 21:56:43.198919,10.0.0.20,192.168.1.10,12089,1049,udp,14534,88,flow_create,282931,0
2025-04-05 21:27:05.198919,10.0.0.10,192.168.1.8,34927,1061,udp,2795,62,flow_create,706379,0
2025-04-05 21:32:06.198919,10.0.0.14,192.168.1.34,17606,1028,udp,13264,89,flow_create,126335,0
2025-04-05 21:44:29.198919,10.0.0.26,192.168.1.49,29664,1090,tcp,18451,24,flow_create,173368,0
2025-04-05 22:17:14.198919,10.0.0.11,192.168.1.49,43870,1085,udp,7420,35,flow_create,697017,0
2025-04-05 21:27:38.198919,10.0.0.8,192.168.1.25,35542,1083,tcp,6627,27,flow_create,816877,0
2025-04-05 21:35:23.198919,10.0.0.10,192.168.1.15,31298,1059,udp,13247,67,flow_create,300604,0
2025-04-05 21:56:46.198919,10.0.0.10,192.168.1.25,57900,1071,tcp,16351,63,flow_create,954317,0
2025-04-05 21:56:09.198919,10.0.0.9,192.168.1.12,61206,1046,udp,2915,66,flow_create,385434,0
2025-04-05 21:21:06.198919,10.0.0.49,192.168.1.38,37238,1095,tcp,5902,81,flow_create,701987,0
2025-04-05 22:07:53.198919,10.0.0.39,192.168.1.7,29439,1082,tcp,14465,45,flow_create,355649,0
2025-04-05 22:12:06.198919,10.0.0.9,192.168.1.36,22047,1052,tcp,9125,77,flow_create,508546,0
2025-04-05 21:50:46.198919,10.0.0.17,192.168.1.32,59366,1054,udp,6254,25,flow_create,119439,0
2025-04-05 22:07:58.198919,10.0.0.4,192.168.1.48,53404,1037,tcp,19380,60,flow_create,834727,0
2025-04-05 21:23:38.198919,10.0.0.29,192.168.1.32,58849,1058,tcp,15825,63,flow_create,922221,0
2025-04-05 21:26:15.198919,10.0.0.16,192.168.1.42,55596,1065,udp,3241,25,flow_create,257189,0
2025-04-05 22:18:09.198919,10.0.0.39,192.168.1.20,10999,1098,tcp,15028,19,flow_create,335814,0
2025-04-05 22:03:01.198919,10.0.0.41,192.168.1.22,19741,1056,udp,13912,9,flow_create,678488,0
2025-04-05 21:28:38.198919,10.0.0.13,192.168.1.23,46366,1093,tcp,3366,27,flow_create,953324,0
2025-04-05 21:41:47.198919,10.0.0.20,192.168.1.26,62532,1097,tcp,10067,39,flow_create,690913,0
2025-04-05 21:56:07.198919,10.0.0.46,192.168.1.37,33957,1090,tcp,18019,4,flow_create,789503,0
2025-04-05 21:30:14.198919,10.0.0.47,192.168.1.32,42460,1094,tcp,4529,50,flow_create,758142,0
2025-04-05 21:27:38.198919,10.0.0.3,192.168.1.2,49669,1067,tcp,19716,21,flow_create,530139,0
2025-04-05 21:38:18.198919,10.0.0.44,192.168.1.12,56676,1053,tcp,656,26,flow_create,468330,0
2025-04-05 21:20:22.198919,10.0.0.8,192.168.1.37,25785,1070,udp,3235,53,flow_create,547291,0
2025-04-05 22:00:40.198919,10.0.0.28,192.168.1.1,63361,1037,tcp,4277,80,flow_create,299282,0
2025-04-05 21:31:04.198919,10.0.0.43,192.168.1.27,46229,1078,udp,17313,93,flow_create,957654,0
2025-04-05 21:58:46.198919,10.0.0.37,192.168.1.20,41964,1039,udp,12277,46,flow_create,670577,0
2025-04-05 21:30:11.198919,10.0.0.6,192.168.1.39,42955,1057,tcp,13132,89,flow_create,629614,0
2025-04-05 21:19:31.198919,10.0.0.28,192.168.1.2,21574,1086,udp,2552,76,flow_create,502679,0
2025-04-05 22:01:30.198919,10.0.0.33,192.168.1.20,34846,1095,tcp,2236,27,flow_create,736407,0
2025-04-05 21:54:21.198919,10.0.0.17,192.168.1.47,36588,1066,tcp,5981,26,flow_create,556462,0
2025-04-05 22:04:54.198919,10.0.0.12,192.168.1.32,19396,1061,tcp,17654,19,flow_create,560056,0
2025-04-05 22:12:42.198919,10.0.0.26,192.168.1.32,46016,1075,tcp,16839,55,flow_create,800686,0
2025-04-05 21:51:35.198919,10.0.0.26,192.168.1.33,44374,1075,udp,11340,87,flow_create,231785,0
2025-04-05 21:48:20.198919,10.0.0.46,192.168.1.45,56741,1039,udp,16383,34,flow_create,218208,0
2025-04-05 22:05:04.198919,10.0.0.2,192.168.1.14,60371,1067,tcp,7152,84,flow_create,147581,0
2025-04-05 21:35:09.198919,10.0.0.44,192.168.1.12,60441,1044,udp,4641,53,flow_create,424183,0
2025-04-05 22:15:25.198919,10.0.0.22,192.168.1.10,55151,1089,udp,2457,27,flow_create,645755,0
2025-04-05 21:48:19.198919,10.0.0.16,192.168.1.3,31312,1082,udp,1051,82,flow_create,478943,0
2025-04-05 22:12:06.198919,10.0.0.20,192.168.1.44,58434,1042,tcp,1305,43,flow_create,144968,0
2025-04-05 22:02:14.198919,10.0.0.32,192.168.1.36,22998,1087,udp,15539,62,flow_create,407730,0
2025-04-05 21:30:10.198919,10.0.0.11,192.168.1.26,26005,1041,udp,9431,6,flow_create,784775,0
2025-04-05 21:24:09.198919,10.0.0.12,192.168.1.33,29224,1055,udp,11198,78,flow_create,970461,0
2025-04-05 22:16:15.198919,10.0.0.49,192.168.1.28,16140,1082,tcp,5134,9,flow_create,424718,0
2025-04-05 21:54:14.198919,10.0.0.23,192.168.1.27,10228,1064,udp,4951,22,flow_create,956469,0
2025-04-05 21:34:50.198919,10.0.0.17,192.168.1.10,47290,1061,udp,7150,86,flow_create,109648,0
2025-04-05 21:56:15.198919,10.0.0.13,192.168.1.33,23745,1088,udp,16790,89,flow_create,147426,0
2025-04-05 21:40:31.198919,10.0.0.45,192.168.1.31,20559,1088,udp,545,51,flow_create,393054,0
2025-04-05 22:16:00.198919,10.0.0.4,192.168.1.19,49892,1067,udp,1245,83,flow_create,710115,0
2025-04-05 22:12:18.198919,10.0.0.42,192.168.1.17,10442,1092,udp,330,38,flow_create,331273,0
2025-04-05 21:56:12.198919,10.0.0.38,192.168.1.20,26222,1099,tcp,6981,54,flow_create,610365,0
2025-04-05 22:07:23.198919,10.0.0.29,192.168.1.50,11629,1066,tcp,17882,80,flow_create,286018,0
2025-04-05 21:58:59.198919,10.0.0.40,192.168.1.22,35824,1093,udp,17450,74,flow_create,118677,0
2025-04-05 21:38:23.198919,10.0.0.33,192.168.1.43,18600,1061,tcp,16842,70,flow_create,454315,0
2025-04-05 21:27:43.232664,172.16.0.10,172.31.0.10,41239,1072,udp,38,1,flow_create,243908,1
2025-04-05 21:51:43.198919,10.0.0.19,192.168.1.43,36851,1032,tcp,1332,83,flow_create,221663,0
2025-04-05 22:09:43.198919,10.0.0.11,192.168.1.22,52655,1091,tcp,549,33,flow_create,532507,0
2025-04-05 22:13:26.198919,10.0.0.37,192.168.1.45,38659,1057,tcp,5753,18,flow_create,759698,0
2025-04-05 21:40:47.198919,10.0.0.39,192.168.1.6,43637,1026,udp,1026,86,flow_create,899076,0
2025-04-05 21:24:44.198919,10.0.0.37,192.168.1.5,59039,1081,tcp,9543,73,flow_create,576286,0
2025-04-05 22:17:46.198919,10.0.0.43,192.168.1.43,11057,1069,tcp,4195,71,flow_create,761178,0
2025-04-05 21:45:41.198919,10.0.0.1,192.168.1.28,30196,1082,udp,17822,3,flow_create,827887,0
2025-04-05 22:05:46.198919,10.0.0.17,192.168.1.27,51624,1078,tcp,15741,93,flow_create,901981,0
2025-04-05 21:44:41.198919,10.0.0.27,192.168.1.34,49130,1078,udp,19237,17,flow_create,110041,0
2025-04-05 21:26:21.198919,10.0.0.40,192.168.1.33,49286,1087,udp,3811,67,flow_create,695640,0
2025-04-05 21:34:26.198919,10.0.0.45,192.168.1.39,26053,1089,tcp,8076,25,flow_create,308378,0
2025-04-05 21:36:14.198919,10.0.0.49,192.168.1.27,22508,1054,udp,13880,58,flow_create,892530,0
2025-04-05 21:37:34.198919,10.0.0.47,192.168.1.27,20603,1091,tcp,14221,40,flow_create,465618,0
2025-04-05 21:48:56.198919,10.0.0.34,192.168.1.44,46369,1084,tcp,19393,20,flow_create,716213,0
2025-04-05 21:51:04.198919,10.0.0.32,192.168.1.43,46459,1051,tcp,5464,6,flow_create,722080,0
2025-04-05 21:36:02.198919,10.0.0.35,192.168.1.33,58836,1060,tcp,14765,76,flow_create,387950,0
2025-04-05 22:14:00.198919,10.0.0.35,192.168.1.39,34890,1063,tcp,7842,16,flow_create,333126,0
2025-04-05 21:22:40.198919,10.0.0.17,192.168.1.41,51594,1036,udp,17559,48,flow_create,281012,0
2025-04-05 21:59:36.232664,172.16.0.34,172.31.0.34,22858,1084,udp,56,1,flow_create,671503,1
2025-04-05 21:53:22.198919,10.0.0.35,192.168.1.14,56961,1059,tcp,14478,13,flow_create,778789,0
2025-04-05 22:18:16.198919,10.0.0.17,192.168.1.28,32528,1034,tcp,19931,78,flow_create,626003,0
2025-04-05 21:21:26.198919,10.0.0.9,192.168.1.40,13755,1065,tcp,16877,77,flow_create,213906,0
2025-04-05 21:45:51.198919,10.0.0.27,192.168.1.46,16993,1048,udp,19951,37,flow_create,564235,0
2025-04-05 21:21:08.198919,10.0.0.37,192.168.1.50,36698,1053,udp,13373,92,flow_create,573723,0
2025-04-05 21:31:50.198919,10.0.0.48,192.168.1.48,21945,1038,udp,15556,91,flow_create,958698,0
2025-04-05 21:41:00.198919,10.0.0.30,192.168.1.31,10138,1083,tcp,13954,71,flow_create,371881,0
2025-04-05 22:13:54.198919,10.0.0.26,192.168.1.40,33483,1050,tcp,9546,35,flow_create,649439,0
2025-04-05 21:20:20.198919,10.0.0.14,192.168.1.28,41019,1092,tcp,16584,63,flow_create,577395,0
2025-04-05 21:59:48.198919,10.0.0.6,192.168.1.31,54745,1043,tcp,18031,37,flow_create,746735,0
2025-04-05 22:12:42.198919,10.0.0.50,192.168.1.16,35192,1076,tcp,5236,73,flow_create,593737,0
2025-04-05 21:28:25.198919,10.0.0.43,192.168.1.10,31485,1030,udp,17686,58,flow_create,689145,0
2025-04-05 22:03:04.198919,10.0.0.31,192.168.1.11,14383,1077,tcp,17799,41,flow_create,126230,0
2025-04-05 22:00:17.198919,10.0.0.16,192.168.1.41,55481,1080,udp,1692,70,flow_create,309874,0
2025-04-05 22:03:28.198919,10.0.0.1,192.168.1.7,29671,1046,tcp,13371,52,flow_create,414037,0
2025-04-05 21:43:20.198919,10.0.0.29,192.168.1.37,19842,1079,tcp,9319,3,flow_create,585088,0
2025-04-05 21:21:01.198919,10.0.0.33,192.168.1.27,26871,1087,tcp,9515,11,flow_create,682360,0
2025-04-05 22:05:48.198919,10.0.0.15,192.168.1.29,23199,1096,tcp,19494,6,flow_create,997100,0
2025-04-05 22:02:08.198919,10.0.0.4,192.168.1.8,64471,1053,udp,19455,81,flow_create,378807,0
2025-04-05 21:30:54.198919,10.0.0.20,192.168.1.19,45287,1067,udp,8448,22,flow_create,761224,0
2025-04-05 22:01:08.198919,10.0.0.33,192.168.1.8,44190,1033,udp,3612,7,flow_create,304112,0
2025-04-05 21:28:45.198919,10.0.0.50,192.168.1.36,60268,1048,udp,10243,94,flow_create,791542,0
2025-04-05 21:21:02.198919,10.0.0.50,192.168.1.46,21416,1086,udp,16658,12,flow_create,751171,0
2025-04-05 21:35:15.198919,10.0.0.14,192.168.1.32,64293,1071,tcp,14283,72,flow_create,976323,0
2025-04-05 22:01:28.198919,10.0.0.40,192.168.1.46,29893,1082,tcp,7800,14,flow_create,967599,0
2025-04-05 21:23:40.198919,10.0.0.48,192.168.1.27,15921,1054,tcp,15052,68,flow_create,306731,0
2025-04-05 21:27:23.198919,10.0.0.11,192.168.1.23,14143,1048,udp,15868,79,flow_create,975682,0
2025-04-05 22:18:22.198919,10.0.0.46,192.168.1.15,40380,1067,udp,10685,69,flow_create,326117,0
2025-04-05 22:01:59.198919,10.0.0.26,192.168.1.34,18208,1065,tcp,12959,25,flow_create,795582,0
2025-04-05 21:36:31.198919,10.0.0.8,192.168.1.7,55151,1093,tcp,3410,73,flow_create,537644,0
2025-04-05 22:10:24.198919,10.0.0.10,192.168.1.15,40993,1090,tcp,13911,78,flow_create,495656,0
2025-04-05 21:57:40.198919,10.0.0.36,192.168.1.42,20491,1057,udp,18685,95,flow_create,614356,0
2025-04-05 21:54:08.198919,10.0.0.24,192.168.1.39,21367,1073,udp,6221,83,flow_create,214283,0
2025-04-05 21:38:24.198919,10.0.0.19,192.168.1.39,13104,1090,udp,337,57,flow_create,590508,0
2025-04-05 22:05:14.198919,10.0.0.22,192.168.1.30,39447,1038,udp,2422,97,flow_create,353015,0
2025-04-05 21:58:50.198919,10.0.0.24,192.168.1.42,35445,1053,udp,4530,11,flow_create,425545,0
2025-04-05 22:02:26.198919,10.0.0.28,192.168.1.45,56013,1074,tcp,14098,70,flow_create,137780,0
2025-04-05 21:55:28.198919,10.0.0.10,192.168.1.13,37720,1059,udp,7958,68,flow_create,590897,0
2025-04-05 21:42:41.198919,10.0.0.3,192.168.1.50,21846,1090,udp,1193,6,flow_create,196666,0
2025-04-05 21:47:31.198919,10.0.0.40,192.168.1.14,18284,1044,tcp,5157,25,flow_create,952854,0
2025-04-05 22:04:56.198919,10.0.0.25,192.168.1.42,34359,1082,udp,8152,99,flow_create,985725,0
2025-04-05 22:10:56.198919,10.0.0.46,192.168.1.22,17930,1057,udp,13099,48,flow_create,326657,0
2025-04-05 21:58:06.198919,10.0.0.8,192.168.1.24,20732,1052,tcp,15499,17,flow_create,453569,0
2025-04-05 22:02:23.198919,10.0.0.3,192.168.1.10,10079,1035,udp,4780,29,flow_create,787192,0
2025-04-05 21:26:29.198919,10.0.0.9,192.168.1.35,57732,1034,udp,2004,93,flow_create,600228,0
2025-04-05 21:55:11.198919,10.0.0.9,192.168.1.26,33443,1085,tcp,13514,72,flow_create,168661,0
2025-04-05 21:37:21.198919,10.0.0.31,192.168.1.47,39622,1054,tcp,13061,90,flow_create,547897,0
2025-04-05 22:16:40.232664,172.16.0.61,172.31.0.61,27327,1093,udp,81,1,flow_create,937959,1
2025-04-05 22:16:32.198919,10.0.0.28,192.168.1.6,19289,1038,udp,15585,96,flow_create,868434,0
2025-04-05 21:54:27.198919,10.0.0.1,192.168.1.38,13071,1070,tcp,269,79,flow_create,288687,0
2025-04-05 21:51:44.198919,10.0.0.2,192.168.1.39,54033,1072,tcp,1567,86,flow_create,884675,0
2025-04-05 21:26:50.198919,10.0.0.37,192.168.1.17,46157,1089,udp,11493,42,flow_create,242378,0
2025-04-05 22:14:31.198919,10.0.0.16,192.168.1.4,15896,1042,tcp,11972,49,flow_create,490676,0
2025-04-05 21:34:07.198919,10.0.0.11,192.168.1.34,29359,1088,tcp,1032,77,flow_create,248827,0
2025-04-05 21:46:13.198919,10.0.0.14,192.168.1.1,51097,1059,udp,4850,48,flow_create,215487,0
2025-04-05 21:25:08.198919,10.0.0.34,192.168.1.31,35850,1041,tcp,19737,19,flow_create,551487,0
2025-04-05 21:34:09.198919,10.0.0.36,192.168.1.9,60622,1069,udp,15391,76,flow_create,493512,0
2025-04-05 21:58:48.198919,10.0.0.14,192.168.1.31,56572,1045,udp,481,14,flow_create,689429,0
2025-04-05 21:59:21.198919,10.0.0.26,192.168.1.46,42592,1078,udp,1031,3,flow_create,142117,0
2025-04-05 22:17:18.198919,10.0.0.13,192.168.1.18,49035,1067,tcp,17029,90,flow_create,154181,0
2025-04-05 21:41:10.198919,10.0.0.11,192.168.1.40,35475,1088,tcp,9347,97,flow_create,539236,0
2025-04-05 21:46:21.198919,10.0.0.23,192.168.1.29,15310,1054,tcp,6570,52,flow_create,837285,0
2025-04-05 22:11:02.228667,10.0.0.41,192.168.1.3,44513,1029,tcp,0,1,flow_create,258008,1
2025-04-05 22:07:42.198919,10.0.0.23,192.168.1.38,46442,1072,tcp,7850,65,flow_create,446072,0
2025-04-05 21:54:21.198919,10.0.0.2,192.168.1.41,39213,1092,tcp,9609,70,flow_create,757934,0
2025-04-05 22:00:17.198919,10.0.0.14,192.168.1.13,31647,1056,udp,3300,15,flow_create,187139,0
2025-04-05 22:05:36.198919,10.0.0.22,192.168.1.45,29369,1095,udp,15466,15,flow_create,982359,0
2025-04-05 21:42:23.198919,10.0.0.37,192.168.1.19,48417,1051,udp,7790,2,flow_create,604272,0
2025-04-05 21:24:52.198919,10.0.0.43,192.168.1.14,27538,1053,tcp,3113,84,flow_create,266284,0
2025-04-05 21:51:42.198919,10.0.0.25,192.168.1.27,52626,1057,udp,2543,90,flow_create,820317,0
2025-04-05 21:49:29.198919,10.0.0.31,192.168.1.45,49007,1069,tcp,1521,97,flow_create,511125,0
2025-04-05 21:22:39.198919,10.0.0.23,192.168.1.38,48156,1056,udp,16863,13,flow_create,316171,0
2025-04-05 21:21:31.198919,10.0.0.35,192.168.1.28,22636,1068,tcp,6808,43,flow_create,413556,0
2025-04-05 22:16:36.198919,10.0.0.48,192.168.1.10,21418,1036,tcp,10747,20,flow_create,316423,0
2025-04-05 21:53:20.198919,10.0.0.7,192.168.1.44,62906,1076,udp,3660,27,flow_create,624032,0
2025-04-05 22:04:11.198919,10.0.0.30,192.168.1.17,39414,1092,udp,5139,68,flow_create,487194,0
2025-04-05 21:51:23.198919,10.0.0.19,192.168.1.38,43115,1088,udp,10839,18,flow_create,981951,0
2025-04-05 22:04:49.198919,10.0.0.7,192.168.1.33,41583,1059,tcp,2153,27,flow_create,544229,0
2025-04-05 21:43:47.198919,10.0.0.41,192.168.1.36,16431,1094,tcp,13900,37,flow_create,948696,0
2025-04-05 21:55:39.198919,10.0.0.14,192.168.1.22,11771,1029,udp,10434,62,flow_create,197741,0
2025-04-05 21:46:43.198919,10.0.0.31,192.168.1.13,51819,1025,udp,15948,38,flow_create,281300,0
2025-04-05 21:51:50.198919,10.0.0.30,192.168.1.40,30892,1088,udp,15857,57,flow_create,120264,0
2025-04-05 21:36:06.198919,10.0.0.17,192.168.1.50,55211,1094,udp,1052,26,flow_create,881203,0
2025-04-05 22:08:40.198919,10.0.0.5,192.168.1.22,26297,1039,tcp,17969,29,flow_create,267202,0
2025-04-05 22:03:24.198919,10.0.0.33,192.168.1.33,60901,1044,udp,10891,33,flow_create,784388,0
2025-04-05 21:49:12.198919,10.0.0.14,192.168.1.7,32083,1028,tcp,12586,93,flow_create,274429,0
2025-04-05 21:32:43.198919,10.0.0.46,192.168.1.47,48378,1067,udp,2785,10,flow_create,374411,0
2025-04-05 21:24:58.198919,10.0.0.14,192.168.1.22,57599,1086,tcp,9268,71,flow_create,687371,0
2025-04-05 22:06:39.198919,10.0.0.41,192.168.1.37,12124,1025,tcp,1092,32,flow_create,573932,0
2025-04-05 21:36:36.198919,10.0.0.26,192.168.1.13,54179,1080,tcp,14913,3,flow_create,987059,0
2025-04-05 21:25:22.198919,10.0.0.36,192.168.1.17,51747,1071,udp,17923,30,flow_create,741282,0
2025-04-05 21:23:56.198919,10.0.0.19,192.168.1.36,38926,1099,udp,9830,26,flow_create,665420,0
2025-04-05 21:55:45.198919,10.0.0.28,192.168.1.24,11429,1045,udp,16795,20,flow_create,960835,0
2025-04-05 22:13:15.198919,10.0.0.31,192.168.1.36,41013,1095,tcp,3064,30,flow_create,316916,0
2025-04-05 21:42:17.198919,10.0.0.25,192.168.1.15,64370,1080,tcp,12572,75,flow_create,354755,0
2025-04-05 21:30:18.198919,10.0.0.13,192.168.1.16,35585,1036,udp,6342,46,flow_create,947601,0
2025-04-05 21:24:19.198919,10.0.0.43,192.168.1.18,17911,1042,tcp,15812,38,flow_create,311834,0
2025-04-05 21:38:37.198919,10.0.0.19,192.168.1.11,45159,1073,tcp,19456,76,flow_create,867045,0
2025-04-05 21:18:56.198919,10.0.0.11,192.168.1.14,14558,1068,udp,10049,98,flow_create,209070,0
2025-04-05 21:37:45.198919,10.0.0.3,192.168.1.30,24545,1032,tcp,14740,66,flow_create,593138,0
2025-04-05 21:53:22.198919,10.0.0.4,192.168.1.35,47423,1051,udp,15989,99,flow_create,201424,0
2025-04-05 22:12:34.198919,10.0.0.40,192.168.1.44,38110,1080,udp,14367,41,flow_create,109859,0
2025-04-05 21:30:00.198919,10.0.0.14,192.168.1.13,28263,1033,udp,9832,24,flow_create,396113,0
2025-04-05 21:55:00.198919,10.0.0.15,192.168.1.36,51264,1065,tcp,17776,87,flow_create,513815,0
2025-04-05 22:13:56.198919,10.0.0.3,192.168.1.29,58389,1082,udp,2846,3,flow_create,157531,0
2025-04-05 21:28:56.198919,10.0.0.12,192.168.1.50,22874,1055,tcp,9489,32,flow_create,561424,0
2025-04-05 22:06:40.198919,10.0.0.33,192.168.1.3,26150,1028,udp,14259,46,flow_create,930087,0
2025-04-05 21:55:30.198919,10.0.0.6,192.168.1.6,23890,1034,tcp,15367,2,flow_create,148882,0
2025-04-05 22:12:49.198919,10.0.0.3,192.168.1.41,61255,1068,tcp,15267,56,flow_create,229969,0
2025-04-05 22:15:19.198919,10.0.0.45,192.168.1.45,17162,1090,udp,14248,19,flow_create,257725,0
2025-04-05 21:33:23.198919,10.0.0.10,192.168.1.31,62558,1091,tcp,13712,31,flow_create,738168,0
2025-04-05 22:06:58.198919,10.0.0.46,192.168.1.24,39500,1052,tcp,15015,59,flow_create,332790,0
2025-04-05 21:19:56.198919,10.0.0.25,192.168.1.2,41058,1092,tcp,5242,72,flow_create,783010,0
2025-04-05 21:53:52.198919,10.0.0.49,192.168.1.17,13718,1085,udp,13480,55,flow_create,368737,0
2025-04-05 21:56:14.198919,10.0.0.21,192.168.1.41,60452,1053,tcp,10454,25,flow_create,948440,0
2025-04-05 22:07:19.198919,10.0.0.45,192.168.1.1,41810,1031,udp,4546,15,flow_create,577400,0
2025-04-05 22:04:16.198919,10.0.0.13,192.168.1.12,13375,1074,tcp,18502,18,flow_create,373400,0
2025-04-05 22:13:49.228667,10.0.0.41,192.168.1.3,18912,1066,tcp,0,1,flow_create,162273,1
2025-04-05 21:22:24.198919,10.0.0.26,192.168.1.9,23187,1048,udp,19799,79,flow_create,731975,0
2025-04-05 21:22:14.198919,10.0.0.25,192.168.1.44,41509,1078,udp,937,96,flow_create,305540,0
2025-04-05 22:11:24.228667,10.0.0.41,192.168.1.3,63740,1061,tcp,0,1,flow_create,881043,1
2025-04-05 21:41:17.198919,10.0.0.42,192.168.1.24,32856,1076,tcp,15310,18,flow_create,839388,0
2025-04-05 21:58:51.198919,10.0.0.37,192.168.1.42,61914,1090,tcp,14976,23,flow_create,595578,0
2025-04-05 21:59:51.228667,10.0.0.41,192.168.1.3,55887,1077,tcp,0,1,flow_create,538140,1
2025-04-05 22:10:58.198919,10.0.0.28,192.168.1.23,39309,1044,tcp,4667,77,flow_create,332846,0
2025-04-05 21:18:29.198919,10.0.0.48,192.168.1.10,54366,1052,udp,11336,91,flow_create,375849,0
2025-04-05 22:07:15.198919,10.0.0.12,192.168.1.47,25059,1072,tcp,13653,52,flow_create,376752,0
2025-04-05 21:19:00.198919,10.0.0.34,192.168.1.23,24256,1057,udp,477,41,flow_create,699808,0
2025-04-05 21:27:06.198919,10.0.0.4,192.168.1.1,38544,1079,tcp,14397,13,flow_create,433852,0
2025-04-05 21:55:41.198919,10.0.0.14,192.168.1.13,13073,1049,tcp,6036,61,flow_create,527233,0
2025-04-05 21:45:18.198919,10.0.0.47,192.168.1.31,30103,1038,tcp,16216,99,flow_create,393817,0
2025-04-05 21:37:18.198919,10.0.0.9,192.168.1.10,54849,1031,tcp,16468,95,flow_create,345635,0
2025-04-05 21:41:04.198919,10.0.0.27,192.168.1.12,59414,1076,udp,14062,30,flow_create,310507,0
2025-04-05 21:22:17.198919,10.0.0.27,192.168.1.40,38455,1084,udp,7960,22,flow_create,563516,0
2025-04-05 22:00:32.228667,10.0.0.41,192.168.1.3,38524,1080,tcp,0,1,flow_create,346364,1
2025-04-05 22:09:20.198919,10.0.0.9,192.168.1.29,52352,1041,tcp,5378,80,flow_create,997523,0
2025-04-05 21:51:17.198919,10.0.0.2,192.168.1.21,63172,1052,tcp,9830,92,flow_create,569691,0
2025-04-05 21:49:13.198919,10.0.0.34,192.168.1.23,37981,1034,tcp,8059,93,flow_create,779768,0
2025-04-05 21:50:40.198919,10.0.0.13,192.168.1.14,33518,1026,tcp,840,74,flow_create,574965,0
2025-04-05 21:43:49.198919,10.0.0.12,192.168.1.33,41021,1034,udp,17315,35,flow_create,586644,0
2025-04-05 21:30:29.198919,10.0.0.2,192.168.1.33,33062,1024,tcp,19040,44,flow_create,160735,0
2025-04-05 22:08:01.198919,10.0.0.40,192.168.1.3,13931,1076,tcp,17184,61,flow_create,207456,0
2025-04-05 21:37:50.198919,10.0.0.50,192.168.1.32,51685,1078,udp,16677,42,flow_create,657243,0
2025-04-05 22:00:25.198919,10.0.0.31,192.168.1.29,26082,1079,tcp,18760,47,flow_create,168983,0
2025-04-05 21:30:03.198919,10.0.0.4,192.168.1.35,47994,1097,udp,15093,41,flow_create,357170,0
2025-04-05 21:36:51.198919,10.0.0.7,192.168.1.46,56374,1030,tcp,3872,21,flow_create,359892,0
2025-04-05 21:41:19.198919,10.0.0.15,192.168.1.2,20036,1025,tcp,6379,38,flow_create,734044,0
2025-04-05 21:34:06.198919,10.0.0.7,192.168.1.28,17659,1082,udp,16378,97,flow_create,489095,0
2025-04-05 21:23:58.198919,10.0.0.45,192.168.1.26,39390,1087,tcp,9916,65,flow_create,693015,0
2025-04-05 21:47:21.198919,10.0.0.7,192.168.1.36,53566,1049,udp,9642,41,flow_create,590461,0
2025-04-05 22:05:01.198919,10.0.0.33,192.168.1.17,49124,1074,tcp,5197,63,flow_create,258316,0
2025-04-05 22:04:18.198919,10.0.0.7,192.168.1.12,24379,1072,tcp,15125,41,flow_create,845694,0
2025-04-05 21:59:02.198919,10.0.0.30,192.168.1.10,12441,1024,tcp,2343,39,flow_create,964656,0
2025-04-05 22:02:41.198919,10.0.0.1,192.168.1.40,35421,1087,udp,11782,15,flow_create,291891,0
2025-04-05 21:34:41.198919,10.0.0.19,192.168.1.12,56153,1095,tcp,6630,79,flow_create,324252,0
2025-04-05 22:09:59.198919,10.0.0.8,192.168.1.11,12896,1031,tcp,14107,5,flow_create,460509,0
2025-04-05 21:40:00.198919,10.0.0.35,192.168.1.33,14457,1081,udp,19528,31,flow_create,584517,0
